楼层号,评论时间,用户名称,用户性别,用户等级,用户会员等级,装扮名称,装扮编号,装扮所属up主,评论内容
4580,2021-05-07 02:20:10,凉城暮暖,男,5,年度大会员,嘉然今天吃什么,008291,嘉然今天吃什么,哈哈，这条动态来一次笑一次
4579,2021-05-07 00:40:59,沐屿123,男,5,年度大会员,嘉然今天吃什么,019594,嘉然今天吃什么,以前晚晚这么酷的吗
4578,2021-05-07 00:22:43,酷盖软妹王力口,保密,5,年度大会员,嘉然今天吃什么,023114,嘉然今天吃什么,鬼鬼 笑麻了大伙
4577,2021-05-07 00:13:21,今日消费是281人民币,女,6,年度大会员,嘉然今天吃什么,001455,嘉然今天吃什么,圣地巡礼[给心心][给心心][给心心]
4576,2021-05-06 22:46:22,入歌挽,保密,5,大会员,无,000000,无,[给心心][给心心]
4575,2021-05-06 20:50:18,战乙女,男,6,年度大会员,湊-阿库娅,013099,湊-阿库娅,双马尾那个好高冷呀[星星眼][星星眼][星星眼]
4574,2021-05-06 16:22:19,嘉gachi,男,4,普通会员,无,000000,无,看一次笑一次🤣🤣
4573,2021-05-06 13:17:55,卧槽丶冰,保密,2,大会员,无,000000,无,什么考古遗迹😅
4572,2021-05-06 11:40:06,petrichor255,保密,5,普通会员,无,000000,无,啥叫专业啊（战术后仰）
4571,2021-05-06 04:26:18,MBR膜生物反应器,男,5,年度大会员,嘉然今天吃什么,014555,嘉然今天吃什么,永远的典!
4570,2021-05-05 22:26:07,D4レイ,保密,6,大会员,进击的冰糖,005547,冰糖IO,了转反[给心心]
4569,2021-05-05 08:03:49,あめ淳煜official,保密,6,年度大会员,嘉然今天吃什么,002217,嘉然今天吃什么,🤣🤣🤣
4568,2021-05-05 01:40:28,弥洱Mew,女,5,大会员,无,000000,无,比起SM的阴间建模终于有娱乐公司出了个能看的虚拟偶像……
4567,2021-05-05 01:31:25,淼子要看人生番,男,6,年度大会员,年度大会员,,,愿圣嘉然原谅过去的人们犯下的无知的罪过，嘉门🙏
4566,2021-05-04 22:41:54,枣子哥的洗澡巾,男,5,大会员,无,000000,无,古战场
4565,2021-05-04 18:19:54,阿晴小向晚,男,6,大会员,无,000000,无,这bgm是不是还没用过？是不是比quiey还早的首发歌[傲娇][傲娇][傲娇]
4564,2021-05-04 16:28:13,嘉然明晚吃奶贝,男,5,大会员,无,000000,无,"""Fk you and never come back""\n""我好想做嘉然小姐的狗啊""\n蛮戏剧的[吃瓜]"
4562,2021-05-04 10:30:08,bili_14059527,保密,5,大会员,无,000000,无,我点踩了，我做的对吗[傲娇]
4561,2021-05-04 05:42:39,岚之雷龙,男,5,年度大会员,无,000000,无,开场的弹幕实在太乐了
4560,2021-05-04 02:00:43,Princip,保密,5,年度大会员,嘉然今天吃什么,007002,嘉然今天吃什么,[给心心]很难不是顶碗人捏
4559,2021-05-04 01:11:08,听然然的话好好吃饭捏,女,6,年度大会员,嘉然今天吃什么,014770,嘉然今天吃什么,笑死我了，这风评转的太快了吧，可是出生就是嘉人的我是不会放过任何一个人的👿👊🏻
4558,2021-05-04 00:01:57,湫棠秋棠,男,5,年度大会员,嘉然今天吃什么,026786,嘉然今天吃什么,《超级敏感》时代前来一溜。[打call]
4556,2021-05-03 23:04:27,贝极星上顶碗的嘉心糖,男,6,年度大会员,希萝Hiiro,002315,希萝Hiiro,来咯😅😅😅文明观猴 欸猴儿呢？猴儿呢？
4555,2021-05-03 19:27:27,秋风知月明O,保密,6,大会员,嘉然今天吃什么,034538,嘉然今天吃什么,看国v，扬国威！[给心心][给心心]
4554,2021-05-03 18:41:12,雷依默蝶,保密,5,年度大会员,欧皇,002375,欧皇,妙啊[妙啊]
4553,2021-05-03 16:38:32,魔楞嘉興糖,女,2,普通会员,嘉然今天吃什么,044631,嘉然今天吃什么,什么古战场
4552,2021-05-03 16:32:58,独立电压源,保密,5,年度大会员,无,000000,无,整不明白了，贴吧里一堆刷嘉然嘉然的，首页十个贴八个刷嘉然的，寻思着过来b站来找找原因，感觉你们说的什么V也没啥好看的啊，真的有点懵了[笑哭]
4550,2021-05-03 16:17:07,然比今天吃铁棍,男,5,大会员,无,000000,无,🌸妹就这啊😅国v干碎樱花妹
4549,2021-05-03 16:02:44,嘉然ダイアナ,保密,4,大会员,嘉然今天吃什么,028136,嘉然今天吃什么,整颗心❤❤变得有点嗨🥳🥳\noh～都是你🙋🙋看看看过来👀👀\n我藏不起来🥺🥺\n对你有的喜欢❤️❤️对不住的想要🥵🥵\n和你一起边边站👫👫\n偷偷的🤭🤭要要要你猜🧐🧐\noh～我的心💕💕啵啵啵一半💋💋\n剩下的让你🙋🙋\n放在⬅️边口袋👝👝\n要你🙋和我一样不🙅需要在忍耐😣😣\n手🖐不自觉的会往你的方向摸一下👆👆\n想确定你就在身旁👥👥\n喜欢和你一起触电的感觉⚡⚡️\n有点麻😅😅多奇妙🤯🤯\n超级的敏感😣😣 全与你有关🙋🙋\n有你的陪伴👩❤️💋👨👩❤️💋👨 从不觉孤单🥺🥺\n超级的敏感😣😣 超级不平淡😧😧\n专属的温暖🥰🥰 快让我习惯☺️☺️\n雷达⚡️⚡️要全开🤯🤯 我接收你的挑战😤😤\n放大🔍🔍你给的爱😘😘 填满我的心坎❤️❤️\n超级的敏感😣😣 全与你有关🙋🙋\n快被你宠坏🙆🙆\n一刻都不想离开🙅🏻🙅🏻\n别说我反应有一点慢😞😞\n光是你在就受不了😣😣\n更何况是你的爱💗💗\n超级的敏感😣😣 全与你有关🙋🙋\n有你的陪伴👩❤️💋👨👩❤️💋👨 从不觉孤单🥺🥺\n超级的敏感😣😣 超级不平淡😧😧\n专属的温暖🥰🥰 快让我习惯☺️☺️\n雷达⚡️⚡️要全开🤯🤯 我接收你的挑战😤😤\n放大🔍🔍你给的爱😘😘  填满我的心坎❤️❤️\n超级的敏感😣😣 全与你有关🙋🙋\n快被你宠坏🙆🙆\n一刻都不想离开🙅🙅
4548,2021-05-03 15:21:10,阿正小,保密,5,大会员,无,000000,无,阴阳怪气达到了出乎意料的平衡
4547,2021-05-03 14:31:58,斯斯撕斯斯,保密,5,年度大会员,嘉然今天吃什么,004578,嘉然今天吃什么,那一年的MV是Quiet，最终被泥哥谩骂。当时我看见嘉然坐在椅子上泣不成声，那一刻我就在想如果我能成为一个魂，我一定要赢下所有。如今超级敏感就在眼前，我必须考虑这会不会是我此生仅有的机会。我相信Asoul能有过去的霸主地位，Quiet功不可没。重铸Asoul的荣光，我辈义不容辞！
4546,2021-05-03 13:58:45,调子cadence,男,5,年度大会员,嘉然今天吃什么,019634,嘉然今天吃什么,可以说是加入一个魂必看的经典了
4545,2021-05-03 12:28:56,鲁姓男子,男,6,年度大会员,嘉然今天吃什么,008651,嘉然今天吃什么,好起来了
4544,2021-05-03 01:17:28,椎名真香,男,6,大会员,嘉然今天吃什么,000976,嘉然今天吃什么,圣地巡游 嘉门🙏
4543,2021-05-02 23:52:30,双中子星OVO,保密,4,普通会员,无,000000,无,本人无意看到这个视频，想知道为什么你们一直在骂?为何全员不说点正常话，能别阴阳怪气吗?骂也不知道你们在互相骂什么，能不能来点正经的科普
4541,2021-05-02 22:17:55,嘉然今后吃什么,保密,4,大会员,嘉然今天吃什么,000811,嘉然今天吃什么,刚入坑asoul，泥哥和幻官是什么东西啊[疑惑][辣眼睛]
4539,2021-05-02 18:44:34,ㅡ色彩羽,保密,5,年度大会员,嘉然今天吃什么,005132,嘉然今天吃什么,资本的大手好温暖啊
4538,2021-05-02 15:14:45,嘉然大后天吃什么,男,4,大会员,C酱です,014275,C酱です,泥哥是谁啊？求解答
4537,2021-05-02 15:03:34,东京对魔特异4课,保密,6,大会员,嘉然今天吃什么,033709,嘉然今天吃什么,两极反转
4535,2021-05-02 15:01:18,珈然与贝拉大魔王Queen,保密,4,普通会员,无,000000,无,典中典
4531,2021-05-02 11:43:13,Boshan1,保密,5,大会员,嘉然今天吃什么,028130,嘉然今天吃什么,自从看了嘉然之后看其他的v（除了真爱）都索然无味 如果我没有见到光明至少我还可以忍受黑暗 嘉门
4530,2021-05-02 09:44:45,西木夜空凛_冰糕,保密,6,年度大会员,嘉然今天吃什么,010683,嘉然今天吃什么,古战场[给心心][给心心]
4529,2021-05-02 09:23:14,跳刀冰眼,男,6,年度大会员,嘉然今天吃什么,009479,嘉然今天吃什么,那一年的MV是Quiet，最终被泥哥谩骂。当时我看见嘉然坐在椅子上泣不成声，那一刻我就在想如果我能成为一个魂，我一定要赢下所有。如今超级敏感就在眼前，我必须考虑这会不会是我此生仅有的机会。我相信Asoul能有过去的霸主地位，Quiet功不可没。重铸Asoul的荣光，我辈义不容辞！
4528,2021-05-02 09:08:25,王珈乐的王富贵,男,5,年度大会员,hanser,018364,hanser,"整颗心❤❤变得有点嗨🥳🥳\noh～都是你🙋🙋看看看过来👀👀\n我藏不起来🥺🥺\n对你有的喜欢❤️❤️对不住的想要🥵🥵\n和你一起边边站👫👫\n偷偷的🤭🤭要要要你猜🧐🧐\noh～我的心💕💕啵啵啵一半💋💋\n剩下的让你🙋🙋\n放在⬅️边口袋👝👝\n要你🙋和我一样不🙅需要在忍耐😣😣\n手🖐不自觉的会往你的方向摸一下👆👆\n想确定你就在身旁👥👥\n喜欢和你一起触电的感觉⚡⚡️\n有点麻😅😅多奇妙🤯🤯\n超级的敏感😣😣 全与你有关🙋🙋\n有你的陪伴👩❤️💋👨👩❤️💋👨 从不觉孤单🥺🥺\n超级的敏感😣😣 超级不平淡😧😧\n专属的温暖🥰🥰 快让我习惯☺️☺️\n雷达⚡️⚡️要全开🤯🤯 我接收你的挑战😤😤\n放大🔍🔍你给的爱😘😘 填满我的心坎❤️❤️\n超级的敏感😣😣 全与你有关🙋🙋\n快被你宠坏🙆🙆\n一刻都不想离开🙅🏻🙅🏻\n别说我反应有一点慢😞😞\n光是你在就受不了😣😣\n更何况是你的爱💗💗\n超级的敏感😣😣 全与你有关🙋🙋\n有你的陪伴👩❤️💋👨👩❤️💋👨 从不觉孤单🥺🥺\n超级的敏感😣😣 超级不平淡😧😧\n专属的温暖🥰🥰 快让我习惯☺️☺️\n雷达⚡️⚡️要全开🤯🤯 我接收你的挑战😤😤\n放大🔍🔍你给的爱😘😘 填满我的心坎❤️❤️\n超级的敏感😣😣 全与你有关🙋🙋\n快被你宠坏🙆🙆\n一刻都不想离开🙅"
4527,2021-05-02 03:53:09,幽灵的眼,男,6,年度大会员,年度大会员,,,凭吊古战场
4525,2021-05-02 01:35:39,网线一拔恩怨去tm,女,6,年度大会员,无,000000,无,所以到底发生啥了 求老哥指路
4524,2021-05-02 01:24:32,红牌楼里的一声叹,保密,5,大会员,无,000000,无,幻官是指什么啊，不久前刚通过a-soul接触这类文化，不太懂这些
4522,2021-05-02 00:44:12,CSMA协议,男,5,普通会员,无,000000,无,神圣庄严的古战场
4521,2021-05-02 00:33:13,木材扁担,男,6,大会员,嘉然今天吃什么,003695,嘉然今天吃什么,这下乐了🤣🤣🤣
4520,2021-05-01 23:41:33,枝江大学学生委员会,男,5,大会员,嘉然今天吃什么,040086,嘉然今天吃什么,整颗心❤❤变得有点嗨🥳🥳\noh～都是你🙋🙋看看看过来👀👀\n我藏不起来🥺🥺\n对你有的喜欢❤️❤️对不住的想要🥵🥵\n和你一起边边站👫👫\n偷偷的🤭🤭要要要你猜🧐🧐\noh～我的心💕💕啵啵啵一半💋💋\n剩下的让你🙋🙋\n放在⬅️边口袋👝👝\n要你🙋和我一样不🙅需要在忍耐😣😣\n手🖐不自觉的会往你的方向摸一下👆👆\n想确定你就在身旁👥👥\n喜欢和你一起触电的感觉⚡⚡️\n有点麻😅😅多奇妙🤯🤯\n超级的敏感😣😣 全与你有关🙋🙋\n有你的陪伴👩❤️💋👨👩❤️💋👨 从不觉孤单🥺🥺\n超级的敏感😣😣 超级不平淡😧😧\n专属的温暖🥰🥰 快让我习惯☺️☺️\n雷达⚡️⚡️要全开🤯🤯 我接收你的挑战😤😤\n放大🔍🔍你给的爱😘😘 填满我的心坎❤️❤️\n超级的敏感😣😣 全与你有关🙋🙋\n快被你宠坏🙆🙆\n一刻都不想离开🙅🏻🙅🏻\n别说我反应有一点慢😞😞\n光是你在就受不了😣😣\n更何况是你的爱💗💗\n超级的敏感😣😣 全与你有关🙋🙋\n有你的陪伴👩❤️💋👨👩❤️💋👨 从不觉孤单🥺🥺\n超级的敏感😣😣 超级不平淡😧😧\n专属的温暖🥰🥰 快让我习惯☺️☺️\n雷达⚡️⚡️要全开🤯🤯 我接收你的挑战😤😤\n放大🔍🔍你给的爱😘😘 填满我的心坎❤️❤️\n超级的敏感😣😣 全与你有关🙋🙋\n快被你宠坏🙆🙆\n一刻都不想离开🙅🙅
4519,2021-05-01 22:48:04,贝拉k1ra,男,4,年度大会员,无,000000,无,围观古战场
4518,2021-05-01 22:06:43,绫波O,男,5,大会员,无,000000,无,看🌸的脸上有光吗？[傲娇]
4517,2021-05-01 21:24:06,嘉然Diana_Official,男,5,年度大会员,嘉然今天吃什么,026122,嘉然今天吃什么,🏳️🏳️🏳️🏳️
4516,2021-05-01 21:23:47,嘉然今天还吃什么,保密,3,大会员,无,000000,无,凭吊古战场
4515,2021-05-01 21:00:15,贝嘉乐向乃,保密,5,大会员,无,000000,无,请大家不要举报弹幕或评论，保护历史文物，勿忘团耻！坚定初心，牢记使命，不要变成像泥哥那样圈地自萌，先入为主。[惊喜][呆]
4513,2021-05-01 20:08:31,我也不知道T,保密,5,年度大会员,嘉然今天吃什么,037827,嘉然今天吃什么,反转了😋
4512,2021-05-01 19:33:00,犯二丶括弧笑,保密,6,年度大会员,无,000000,无,圣地巡礼
4511,2021-05-01 18:18:06,芙兰你是医生吗,女,6,年度大会员,名侦探柯南,002676,名侦探柯南,绯批和泥哥救一下啊🐽吧
4510,2021-05-01 18:05:10,柏牙哒,男,6,年度大会员,嘉然今天吃什么,014840,嘉然今天吃什么,真正的梦开始的地方，即便现在看着这些弹幕和热评，依旧难以想象她们一开始面对的是怎么样的困境。\n唯愿圣嘉然原谅过去的人们犯下的无知的罪过，嘉门🙏
4509,2021-05-01 17:33:47,ZyjacyaS,保密,6,年度大会员,雪未来,000123,雪未来,雷达要全开我接受你的挑战
4508,2021-05-01 16:03:16,拉呜拉呜,保密,6,年度大会员,嘉然今天吃什么,001000,嘉然今天吃什么,经典老番
4507,2021-05-01 15:46:31,皇珈白河,保密,5,大会员,无,000000,无,泥哥看一眼4000+捏😋
4506,2021-05-01 15:33:34,零鸳_,保密,5,普通会员,嘉然今天吃什么,002915,嘉然今天吃什么,重温经典
4505,2021-05-01 14:48:56,那是很久以前,男,4,普通会员,良辰美景·不问天,137805,良辰美景·不问天,[不问天_好耶][不问天_害羞]
4504,2021-05-01 14:10:36,岩柵夏,女,5,大会员,无,000000,无,fku and never come back!
4503,2021-05-01 13:04:35,和轩_,男,5,年度大会员,嘉然今天吃什么,024128,嘉然今天吃什么,属于名胜古迹了
4501,2021-05-01 06:18:10,带带小希尔,保密,5,年度大会员,无,000000,无,asoul本来是可以成为mmr喜欢的企划，可惜是你们自己放弃自己，选择了yhm，选择了xyl，自己选择去相信vt，彩虹，自己的盲目自己葬送了自己的观感前途
4499,2021-05-01 02:46:06,凌箫,保密,5,年度大会员,嘉然今天吃什么,013003,嘉然今天吃什么,时空👮很难绷的住🤣
4498,2021-05-01 00:58:56,Cold丶baikai,保密,6,年度大会员,嘉然今天吃什么,001241,嘉然今天吃什么,重温经典弹幕
4497,2021-05-01 00:54:40,大家心照了,保密,5,普通会员,无,000000,无,看国v，扬国威\n给asoul点个关注吧\n嘉然:\nhttps://space.bilibili.com/351609538/\n乃琳:\nhttps://space.bilibili.com/351609538/\n向晚:\nhttps://space.bilibili.com/351609538/\n珈乐:\nhttps://space.bilibili.com/351609538\n贝拉:\nhttps://space.bilibili.com/351609538/
4495,2021-04-30 23:40:00,请叫我MouX,男,5,年度大会员,嘉然今天吃什么,001556,嘉然今天吃什么,这视频的弹幕，还是那么典中典啊
4494,2021-04-30 22:55:37,超级嘉贝,保密,5,年度大会员,嘉然今天吃什么,006595,嘉然今天吃什么,泥哥看一眼4000+捏😋
4493,2021-04-30 21:57:47,那是很久以前,男,4,普通会员,良辰美景·不问天,137805,良辰美景·不问天,超级的敏感😥😥 全与你有关😘😘 有你的陪伴🙌🙌 从不觉孤单🥰🥰 超级的敏感😥😥 超级不平淡🎉🎉 雷达要全开⚡⚡ 我接收你的挑战😡😡 放大你给的爱❤❤ 填满我的心坎🥰🥰 超级的敏感😥😥 全与你有关😘😘 快被你宠坏🥰🥰 一刻都不想离开🙌🙌
4492,2021-04-30 21:51:26,牛奶糖好吃,男,6,年度大会员,嘉然今天吃什么,019540,嘉然今天吃什么,历史遗迹，各位不要点踩和举报，保护文物[保佑]
4491,2021-04-30 21:47:44,带带小希尔,保密,5,年度大会员,无,000000,无,感觉nga v板块越来越有成为圣地的板块了，好就好在有提高了权限发言等级😅
4490,2021-04-30 21:40:40,诗渊受,保密,5,大会员,Kizuna AI,020231,Kizuna AI,愿圣嘉然原谅过去的人们犯下的无知的罪过，嘉门🙏
4489,2021-04-30 21:32:17,柏牙哒,男,6,年度大会员,嘉然今天吃什么,014840,嘉然今天吃什么,愿圣嘉然原谅过去的人们犯下的无知的罪过，嘉门🙏
4488,2021-04-30 21:19:04,葉北北,保密,6,年度大会员,嘉然今天吃什么,011635,嘉然今天吃什么,今天A-SOUL的第二支团曲发了，来圣地巡礼[给心心]
4485,2021-04-30 21:13:44,过敏性着凉,保密,5,年度大会员,嘉然今天吃什么,000407,嘉然今天吃什么,又溜到这典了[给心心]
4484,2021-04-30 21:07:39,Bella珈然拿碗碗吃乃琳,保密,6,大会员,嘉然今天吃什么,009438,嘉然今天吃什么,愿圣嘉然原谅过去的人们犯下的无知的罪过，嘉门🙏
4483,2021-04-30 21:06:48,waylan348,保密,6,年度大会员,嘉然今天吃什么,046927,嘉然今天吃什么,沧海桑田，不过半年
4482,2021-04-30 21:06:45,Bella珈然拿碗碗吃乃琳,保密,6,大会员,嘉然今天吃什么,009438,嘉然今天吃什么,Love You And Never Go Away
4480,2021-04-30 20:12:35,愿天堂一包5橙,男,6,大会员,嘉然今天吃什么,001540,嘉然今天吃什么,愿圣嘉然原谅过去的人们犯下的无知的罪过，嘉门🙏
4479,2021-04-30 20:11:13,何羨乎,保密,5,普通会员,嘉然今天吃什么,004127,嘉然今天吃什么,真的好起来了
4476,2021-04-30 19:50:24,勇敢哭哭不怕铁棍,保密,5,年度大会员,嘉然今天吃什么,000091,嘉然今天吃什么,嗨呀，考古
4474,2021-04-30 14:51:56,Gyusin世无界,男,5,大会员,无,000000,无,哎呀，提前考古
4473,2021-04-30 14:34:09,平安阿婵,男,6,大会员,嘉然今天吃什么,027710,嘉然今天吃什么,批准入典捏[给心心][给心心][给心心]
4472,2021-04-30 14:25:18,顶碗人在这里,保密,6,大会员,无,000000,无,https://www.bilibili.com/video/BV1vQ4y1Z7C2 栈顶指针[给心心]
4471,2021-04-30 08:18:05,虚伪图搏,男,6,大会员,无,000000,无,想起了中v发展初期也是这样，不被看好，贴一段《万分之一的光》的歌词\n那一天，\n发现了这世界原来真的没那么好，\n有的人只是路过探头看看，\n然后觉得无趣笑一笑马上离开，\n有的人只是凑个热闹，\n顺便嘲笑跟着踩一脚，\n只有你想要拼了命保护我，\n就算势单力薄，\n对我说，你对我说，\n请坚持做自己就好。\n然而问题在于，VOCALOID这种形式，虚拟角色成型后是不需要一个真正的人来承受压力的，现在看来无论是哪一遍能走下去都太不容易了，圣嘉然！
4469,2021-04-30 06:58:03,楼下的算命先生-,保密,5,年度大会员,无,000000,无,明天！珈乐就要出现了！
4468,2021-04-30 03:22:56,冬月日夏,男,5,大会员,明日方舟,118367,明日方舟,可惜我当时看到没评论，保持友好状态，不然我也乐一乐，哦，我没有红色头发女人牌子啊，那没事了😋
4467,2021-04-30 00:46:37,海伦海伦娜,保密,6,大会员,嘉然今天吃什么,009052,嘉然今天吃什么,想来当时最草的并不是这些骇人言论，而是发这些言论的人都顶着一个小红的牌子
4466,2021-04-29 20:38:01,道君蒋燚,保密,6,年度大会员,嘉然今天吃什么,030389,嘉然今天吃什么,传 火 祭 祀 场
4465,2021-04-29 16:03:33,一碗梓然,男,5,大会员,战双帕弥什,004567,战双帕弥什,[给心心]https://b23.tv/m9tGfv
4464,2021-04-29 16:02:57,一碗梓然,男,5,大会员,战双帕弥什,004567,战双帕弥什,那几个贵物人怎么删评了🤣
4463,2021-04-29 12:03:08,口乐骑士,男,5,普通会员,嘉然今天吃什么,051998,嘉然今天吃什么,小时候诋毁泥哥，长大后理解泥哥，成熟时成为泥哥
4462,2021-04-29 00:34:41,XCBME,男,5,年度大会员,无,000000,无,什么古战场遗迹
4461,2021-04-28 20:32:14,玄光无常,女,6,年度大会员,嘉然今天吃什么,055190,嘉然今天吃什么,愿圣嘉然惩罚过去的人们犯下的罪过，嘉门😈
4460,2021-04-28 16:23:47,汶口小哥儿,男,6,大会员,无,000000,无,知乎点过来的，热评怎么都没了哈哈哈
4459,2021-04-28 12:55:16,李奶奶爱喝榴莲牛奶,保密,6,年度大会员,嘉然今天吃什么,003730,嘉然今天吃什么,Love You And Never Go Away
4458,2021-04-28 08:31:42,私・念,保密,4,大会员,无,000000,无,很荣幸能在哔哩哔哩认识你。It's a pleasure to meet you in Bili Bili.
4457,2021-04-28 01:35:43,嘉然今天吃嘉心糖z,男,5,普通会员,无,000000,无,愿圣嘉然惩罚过去的人们犯下的罪过，嘉门😈
4456,2021-04-28 00:44:26,乃琳的tom猫,男,5,年度大会员,嘉然今天吃什么,030121,嘉然今天吃什么,这是最坏的时代\n也是最好的时代\n分别对于谁来说，我就不用多说了吧
4453,2021-04-27 16:30:23,咆哮的鱼头,保密,5,年度大会员,嘉然今天吃什么,012226,嘉然今天吃什么,嘉门🙏🏻
4452,2021-04-27 15:20:39,肥啊草啊嗯,男,5,年度大会员,嘉然今天吃什么,039925,嘉然今天吃什么,别钓了别钓了，一钩子下去鱼钩都缠一块了😅😅
4451,2021-04-26 23:03:09,鲁姓男子,男,6,年度大会员,嘉然今天吃什么,008651,嘉然今天吃什么,乃琳，我好想你啊
4450,2021-04-26 21:41:25,女装守护者,男,5,大会员,嘉然今天吃什么,039163,嘉然今天吃什么,https://b23.tv/diEQ9U
4447,2021-04-26 20:29:23,养茶octd,女,6,大会员,无,000000,无,古战场遗迹
4446,2021-04-26 19:48:15,带带王力口,男,5,年度大会员,无,000000,无,什么神圣庄严的古战场
4445,2021-04-26 19:28:04,皇珈骑士_乌拉,男,5,年度大会员,嘉然今天吃什么,013498,嘉然今天吃什么,回来看这个视频😅一下了
4444,2021-04-26 19:23:50,飞行德荷兰人,男,6,年度大会员,无,000000,无,虽然打脸了以前这些过激热评，但是这个饭圈组织最近开微博了，磕头了，虽然她们被鼠鼠门感染玩梗，但是饭圈真的会限制发挥，到时候真别把这几个中之人搞毕业或者搞自闭了
4443,2021-04-26 18:50:42,风声中的牛,保密,5,年度大会员,嘉然今天吃什么,002672,嘉然今天吃什么,愿圣嘉然原谅过去的人们犯下的无知的罪过，嘉门🙏
4441,2021-04-26 14:36:54,顶碗人一号,保密,5,普通会员,无,000000,无,挺佩服嘉然的，能抗过这波网络暴力，佩服
4439,2021-04-26 13:02:22,勃勃猫,保密,4,大会员,嘉然今天吃什么,001680,嘉然今天吃什么,（这条评论被删过两次😅）\n这么说吧，只要他们想，他们的人力独轮车可是能够打爆整个b站虚拟主播圈的，阴阳人和借流量摸黑造势的能力也不是那些费拉不堪对宅男能比的。随便买买热搜就能瞬间橄榄某个主播。失败退出了也不过伤到九牛一毛，留给各位的却是一片废墟。\n😁😁😁\n👎👎👎
4438,2021-04-26 11:38:46,FuTaba10969,保密,6,年度大会员,神楽Mea,000099,神楽Mea,害怕😨
4437,2021-04-26 10:46:09,七海辣辣子,男,6,年度大会员,湊-阿库娅,049750,湊-阿库娅,宦官作恶历史遗迹
4436,2021-04-26 09:30:47,乱了鲂寸,保密,4,大会员,无,000000,无,元嘉草草 封狼居胥 赢得仓皇北顾
4435,2021-04-26 03:17:49,瑪卡巴卡-,男,5,大会员,嘉然今天吃什么,007151,嘉然今天吃什么,回旋，我疯狂的回旋
4434,2021-04-26 03:17:25,瑪卡巴卡-,男,5,大会员,嘉然今天吃什么,007151,嘉然今天吃什么,嘉门🙏🏻
4433,2021-04-25 23:33:26,纯良魂友,保密,5,大会员,嘉然今天吃什么,019134,嘉然今天吃什么,愿圣嘉然原谅过去的人们犯下的无知的罪过，嘉门🙏
4432,2021-04-25 22:37:48,然然今天不许吃,男,6,年度大会员,嘉然今天吃什么,013087,嘉然今天吃什么,挖，狠狠的挖\n愿圣嘉然原谅过去的人们犯下的无知的罪过，嘉门🙏
4431,2021-04-25 21:50:21,三十路秋葵,保密,5,大会员,星座系列：白羊座,041121,白羊座2021,重温经典😆😆😆
4430,2021-04-25 18:38:25,-流云心-,保密,5,年度大会员,泠鸢yousa,000028,泠鸢yousa,禁止破坏古战场\n拒绝正义刷屏
4429,2021-04-25 16:15:53,徐猫蛋,保密,6,年度大会员,无,000000,无,经典古战场
4428,2021-04-25 13:34:00,墨小菊天下第一,男,6,年度大会员,星座系列：摩羯座,020443,摩羯座2020,绝无回旋余地！
4426,2021-04-25 09:47:19,把心還給你,女,5,大会员,无,000000,无,完全不懂宦官是什么，这就是引起粉丝对立转移话题吗，当初可没人知道AS不会搞饭圈那一套，毕竟看她是乐华生的，而且现在这种情况也是被车出来的结果，一个个现在跑出来说打脸的时空警察差不多得了，当时指不定你也是冲的一份子
4425,2021-04-24 22:13:20,绫波O,男,5,大会员,无,000000,无,折戟沉沙铁未销，自将磨洗认前朝
4424,2021-04-24 22:06:19,ZyjacyaS,保密,6,年度大会员,雪未来,000123,雪未来,今晚回来看看，更爽了🤣🤣🤣🤣
4423,2021-04-24 22:05:25,晚向大小姐,保密,4,大会员,嘉然今天吃什么,019147,嘉然今天吃什么,回旋！回旋！我不停的回旋！
4422,2021-04-24 18:22:36,鸦羽大人,保密,5,普通会员,嘉然今天吃什么,052736,嘉然今天吃什么,典
4421,2021-04-24 17:18:02,星野声彩,女,5,年度大会员,嘉然今天吃什么,050005,嘉然今天吃什么,非物质文化遗产
4420,2021-04-24 17:08:18,可靠的贝拉里兜nim,保密,5,大会员,无,000000,无,我早已经是饭圈男孩辣捏麻麻的太潮了![给心心]
4419,2021-04-24 16:36:30,攸绪,男,5,年度大会员,无,000000,无,来看看经典古战场[星星眼]
4418,2021-04-24 12:18:09,山紫水明之地,保密,6,大会员,嘉然今天吃什么,003015,嘉然今天吃什么,黑心糖能不能给然然道歉啊😡😡😡
4416,2021-04-24 00:25:53,maho,男,6,年度大会员,嘉然今天吃什么,000859,嘉然今天吃什么,古战场 属实旅游景点
4415,2021-04-23 10:16:31,霜沢今天吃什么,男,5,年度大会员,嘉然今天吃什么,006207,嘉然今天吃什么,我早已经是饭圈男孩辣捏麻麻的太潮了![给心心]
4414,2021-04-23 00:01:21,散鹤,男,5,大会员,无,000000,无,希望____被泥头车____。
4413,2021-04-22 23:26:10,永远喜欢小向晚,男,5,年度大会员,嘉然今天吃什么,020158,嘉然今天吃什么,这V圈都让这热评几个守护完了，我只能守护我的乃琳贝拉向晚嘉然珈乐了[给心心]
4411,2021-04-22 18:54:35,中野风太郎,保密,5,年度大会员,嘉然今天吃什么,001664,嘉然今天吃什么,向晚c位
4410,2021-04-22 13:46:27,晚安_白夜长眠,保密,5,大会员,七海演唱会,004361,七海演唱会,前排能不能把幻士挂件换上啊？不知道的还以为asoul又碰瓷日v了
