楼层号,评论时间,用户名称,用户性别,用户等级,用户会员等级,装扮名称,装扮编号,装扮所属up主,评论内容
4011,1615430992,账号已注销,保密,0,大会员,无,000000,无,vtb爬呀👿
4010,1615415182,核心群管理员,男,5,大会员,无,000000,无,这下鹦鹉了
4009,1615405095,嘉然今晚吃晚晚,保密,5,年度大会员,嘉然今天吃什么,009401,嘉然今天吃什么,那些网暴的人怎么都有个红发女人的标志啊，他们是什么组织吗？😢
4008,1615397663,叫我柠檬就好,男,6,大会员,嘉然今天吃什么,006954,嘉然今天吃什么,有时候真不是我想用😅，但是太多时候除了😅我实在不知道说啥了\n😅😅😅😅
4007,1615391460,猉亚绮,保密,4,大会员,碧蓝航线2020,024599,碧蓝航线2020,😅😅😅
4005,1615385769,百城千世子Official,男,6,年度大会员,无,000000,无,热评全是宦官也太真实了[给心心]
4004,1615377057,深渊正凝视着你,男,5,年度大会员,嘉然今天吃什么,013380,嘉然今天吃什么,愿圣嘉然原谅过去的人们犯下的无知的罪过，嘉门🙏
4003,1615374330,高橋先生,保密,6,年度大会员,无,000000,无,海的那边，是敌人
4001,1615361579,混响伪像,保密,5,普通会员,嘉然今天吃什么,012650,嘉然今天吃什么,真正的嘉心糖会正视曾经的过错，虔诚忏悔，嘉门![保佑]
4000,1615356958,不江就先生,保密,5,大会员,嘉然今天吃什么,012134,嘉然今天吃什么,愿圣嘉然原谅过去的人们犯下的无知的罪过，嘉门🙏
3999,1615355772,JJJuliusssss,保密,5,大会员,无,000000,无,愿圣嘉然原谅过去的人们犯下的无知的罪过，嘉门🙏
3998,1615354690,制小杖,女,5,普通会员,无,000000,无,愿圣嘉然原谅过去的人们犯下的无知的罪过，嘉门🙏
3996,1615347411,牛奶糖好吃,男,6,年度大会员,嘉然今天吃什么,019540,嘉然今天吃什么,建议这个视频弹幕和评论区永久保存存入互联网发展史，以防某些人删除[给心心]
3995,1615342282,月光GEKKO,男,6,年度大会员,嘉然今天吃什么,025008,嘉然今天吃什么,愿圣嘉然原谅过去的人们犯下的无知的罪过，嘉门🙏
3994,1615335424,激昂先生,男,5,普通会员,嘉然今天吃什么,009476,嘉然今天吃什么,以后搞网暴时记得把牌子都卸了😅当沙口还牵连自家主播，我都觉得恶心
3992,1615308216,\这个男人来自地球/,保密,6,年度大会员,无,000000,无,holo和彩虹社都没有资本😅，yhm都是纯纯的追梦少女😅
3991,1615297207,艾尔涅斯特,保密,5,年度大会员,嘉然今天吃什么,008490,嘉然今天吃什么,就之前可能还有人对嘉然的昨晚登顶没有什么概念 我今天再给大伙讲一次，我跟你说嘉然昨晚的vtb登顶，前十都是什么样的人，这就要打开我的文本了，ok前十是谁呢 爱丽丝，花园猫，绊爱，阿梓，mea，七海，泠鸢，鹿乃，咩栗，神乐七奈这样的人，各个都是顶天立地，vtb是吧，要么就是顶天立地的个人势，要么就是vtb大杀四方的人。现在的呢，虚拟前十都是谁，唉 完全看不出来谁顶天立地，你告诉我，含金量来说 1 2 3 4 5 6 7 8 9 10 这十个人的含金量，跟这十个人的含金量，我觉得 这里面随便出来一个人，他们都含金量都碾压这十个人，这就是今晚的含金量。懂了吗，这就是嘉姐，当年这个登顶的含金量有多足，为什么这些人他现在不来虚拟区登顶了，为什么呢 因为现在的虚拟区，他没有含金量，没问题吧，嘉姐的表达能力很 很显而易懂吧^^_【图片】
3990,1615295717,拉缇娜,男,6,年度大会员,嘉然今天吃什么,011172,嘉然今天吃什么,愿圣嘉然原谅过去的人们犯下的无知的罪过，嘉门🙏
3989,1615293042,白-玉-京-,男,5,大会员,嘉然今天吃什么,005108,嘉然今天吃什么,看到了一群反转的小丑🤡，笑死
3988,1615288706,DianAquAvA,保密,5,年度大会员,无,000000,无,愿圣嘉然原谅过去的人们犯下的无知的罪过，嘉门🙏
3987,1615288156,晚晚军,男,6,年度大会员,嘉然今天吃什么,002888,嘉然今天吃什么,那些网暴的人怎么都有个红发女人的标志啊，他们是什么组织吗？😢
3986,1615274833,久世阳佳,保密,5,年度大会员,嘉然今天吃什么,023937,嘉然今天吃什么,感谢，当了嘉人以后，给我带来了真正精神上的享受
3985,1615274754,严防网络诈骗,男,6,大会员,#EveOneCat,035603,#EveOneCat,热评那些网暴的人评论右边怎么都有个红发女人的标志啊，他们都是什么组织？😡
3984,1615271469,枝江大学准概率博士,男,5,大会员,无,000000,无,😅😅😅😅😅
3983,1615269262,魔法少女嘉然酱,男,5,大会员,无,000000,无,前来忏悔，愿圣嘉然原谅过去的我犯下的无知的罪过，嘉门🙏
3982,1615264138,简简单单开个盒,保密,5,年度大会员,嘉然今天吃什么,007535,嘉然今天吃什么,愿圣嘉然原谅过去的人们犯下的无知的罪过，嘉门🙏
3981,1615258222,神奇的冰友在哪里,保密,5,大会员,无,000000,无,fkycback
3980,1615256458,兰卡prime,女,5,普通会员,无,000000,无,云了一波，这是黑子被吸粉了的意思吗😅
3979,1615255107,力反馈手套Official,保密,5,年度大会员,嘉然今天吃什么,009629,嘉然今天吃什么,😅
3978,1615254433,植岩,男,5,年度大会员,嘉然今天吃什么,037976,嘉然今天吃什么,那些网暴的人怎么都有个红发女人的标志啊，他们是什么组织吗？😢
3977,1615239098,岚之雷龙,男,5,年度大会员,无,000000,无,能不能别复读了，让我回来偷点新活[傲娇][傲娇][傲娇]
3976,1615228597,Repromed,男,6,年度大会员,嘉然今天吃什么,019452,嘉然今天吃什么,愿圣嘉然原谅过去的人们犯下的无知的罪过，嘉门🙏
3975,1615226917,在下雪天抽烟,男,4,年度大会员,嘉然今天吃什么,002708,嘉然今天吃什么,愿圣嘉然赐福大家，以得包容异见者之心\n然爱世人，嘉门[神乐七奈_七哩哩]
3974,1615222952,帅气的小哥哥q,男,5,大会员,椎名菜羽,010426,椎名菜羽,让我们静待由乐华赞助，嘉然五位为担任前辈，baby等大明星担任导师的虚拟创造营101开播，请各位嘉心糖一定要去捧场捏[给心心][给心心]。
3973,1615220741,调子cadence,男,5,年度大会员,嘉然今天吃什么,019634,嘉然今天吃什么,经典咏流传😅
3972,1615220688,回音永恒,保密,5,年度大会员,三周年恋曲,213267,会员购3周年,所以说看看就好了，别太放在心上，今天冲这个明天冲那个，差不多得了😅😅😅
3970,1615217478,四中平,保密,5,大会员,嘉然今天吃什么,033447,嘉然今天吃什么,嘉门🙏，愿圣嘉然净化他们那阴暗狭隘的内心，嘉门🙏
3969,1615215220,嘉然今晚吃晚晚,保密,5,年度大会员,嘉然今天吃什么,009401,嘉然今天吃什么,那些网暴的人怎么都有个红发女人的标志啊，他们是什么组织吗？😢
3967,1615214005,白马策林中,保密,4,普通会员,无,000000,无,真正的圣诞节！
3966,1615212059,卡爾弗裡德裡希,保密,5,年度大会员,良辰美景·不问天,034765,良辰美景·不问天,发生甚么事了？
3963,1615204596,WTFWOCvvc,保密,5,普通会员,无,000000,无,愿圣嘉然原谅过去的人们犯下的无知的罪过，嘉门🙏
3961,1615201042,绝对威严的瑾轩麻麻,保密,6,年度大会员,无,000000,无,愿圣嘉然原谅过去的人们犯下的无知的罪过，嘉门🙏
3958,1615195116,米浴是小天使,保密,5,年度大会员,雪未来,000379,雪未来,那些网暴的人怎么都有个红发女人的标志啊，他们是什么组织吗？😢
3957,1615191335,伞哥的二号舔狗,保密,5,年度大会员,嘉然今天吃什么,007078,嘉然今天吃什么,holo和彩虹社都没有资本😅，yhm都是纯纯的追梦少女😅
3956,1615191232,梦蓝今天吃什么,男,6,大会员,无,000000,无,几个🌸👩架个字幕组，来🇨🇳收租的日子一去不复返啦👊
3955,1615190860,Yheti,女,6,年度大会员,七濑胡桃,026777,七濑胡桃,我锁上你吗的皮[给心心][给心心][给心心]
3954,1615190743,缄默永存续,保密,5,大会员,嘉然今天吃什么,008554,嘉然今天吃什么,愿圣嘉然原谅过去的人们犯下的无知的罪过，嘉门🙏
3953,1615190295,然比巴巴,保密,6,年度大会员,嘉然今天吃什么,019480,嘉然今天吃什么,🧠已经是嘉然的形状了[给心心][给心心]
3952,1615188672,斉藤水母,男,5,年度大会员,嘉然今天吃什么,000323,嘉然今天吃什么,真限流能2000舰？我不信
3951,1615188473,-冰魄-,男,6,年度大会员,嘉然今天吃什么,038705,嘉然今天吃什么,愿圣嘉然原谅过去的人们犯下的无知的罪过，嘉门🙏
3950,1615188312,荒芜的鬼魅之城,男,6,年度大会员,嘉然今天吃什么,004848,嘉然今天吃什么,泥不泥啊，太泥了
3949,1615187469,问君哪得颜如玉,男,5,年度大会员,hanser,008908,hanser,愿圣嘉然原谅过去的人们犯下的无知的罪过，嘉门🙏
3948,1615186869,再一次见面嫁给我,男,5,年度大会员,无,000000,无,我有点迷糊 \n发生了什么事\n( ゜- ゜)つロ
3947,1615186524,简简单单开个盒,保密,5,年度大会员,嘉然今天吃什么,007535,嘉然今天吃什么,愿圣嘉然原谅过去的人们犯下的无知的罪过，嘉门🙏
3946,1615185748,幸福兔不幸福,保密,6,年度大会员,嘉然今天吃什么,001408,嘉然今天吃什么,愿圣嘉然原谅过去的人们犯下的无知的罪过，嘉门🙏
3945,1615185733,苏流莺,保密,6,年度大会员,无,000000,无,愿圣嘉然原谅过去人们的无知，嘉门
3944,1615185495,MG林一,男,5,年度大会员,嘉然今天吃什么,016411,嘉然今天吃什么,愿圣嘉然原谅过去的人们犯下的无知的罪过，嘉门🙏
3943,1615184350,沈沈沈沈沈锐,保密,5,年度大会员,嘉然今天吃什么,001857,嘉然今天吃什么,愿圣嘉然原谅过去的人们犯下的无知的罪过，嘉门🙏
3942,1615183286,芜湖二向晚,保密,5,大会员,无,000000,无,愿圣嘉然原谅过去的人们犯下的无知的罪过，嘉门🙏
3940,1615182415,18373718291,保密,5,大会员,无,000000,无,愿圣嘉然原谅过去的人们犯下的无知的罪过，嘉门🙏
3939,1615182198,小一会打游戏,男,4,年度大会员,明日方舟音律系列,065096,明日方舟音律联觉,愿圣嘉然原谅过去的人们犯下的无知的罪过，嘉门🙏
3938,1615180657,尛聖,保密,6,年度大会员,嘉然今天吃什么,011593,嘉然今天吃什么,愿圣嘉然原谅过去的人们犯下的无知的罪过，嘉门🙏
3937,1615180410,丶凜霜,男,6,大会员,无,000000,无,愿圣嘉然原谅过去的人们犯下的无知的罪过，嘉门🙏
3936,1615179162,zt282,保密,6,大会员,嘉然今天吃什么,011982,嘉然今天吃什么,愿圣嘉然原谅过去的人们犯下的无知的罪过，嘉门🙏
3935,1615178153,少虡,男,5,大会员,C酱です,005296,C酱です,愿圣嘉然原谅过去的人们犯下的无知的罪过，嘉门🙏
3934,1615178046,中野叁氿,保密,5,年度大会员,嘉然今天吃什么,035773,嘉然今天吃什么,愿圣嘉然原谅过去的人们犯下的无知的罪过，嘉门🙏
3933,1615177479,怪人与月曜日AvA,保密,5,年度大会员,星座系列：双子座,005071,双子座2021,建议申遗
3932,1615176713,这个可把我给问住了,男,5,大会员,嘉然今天吃什么,005252,嘉然今天吃什么,愿圣嘉然原谅过去的人们犯下的无知的罪过，嘉门🙏
3931,1615176663,YOLO噜,男,5,年度大会员,嘉然今天吃什么,054683,嘉然今天吃什么,几个🌸👩架个字幕组，来🇨🇳收租的日子一去不复返啦👊
3930,1615175915,Traphero,男,5,大会员,嘉然今天吃什么,017556,嘉然今天吃什么,嘉然登神之日，再度圣地巡礼🙏🏻
3927,1615174826,白愁飞的老公,男,6,大会员,物述有栖,012022,物述有栖,什么古战场🤣🤣🤣
3926,1615174495,懂事的小罗,男,6,大会员,嘉然今天吃什么,021888,嘉然今天吃什么,愿圣嘉然原谅过去的人们犯下的无知的罪过，嘉门🙏
3925,1615173939,_路过的热心网友_,男,5,年度大会员,嘉然今天吃什么,012981,嘉然今天吃什么,愿圣嘉然原谅过去的人们犯下的无知的罪过，嘉门🙏
3924,1615173868,然然_可爱捏,保密,5,年度大会员,嘉然今天吃什么,007014,嘉然今天吃什么,愿圣嘉然原谅过去的人们犯下的无知的罪过，嘉门🙏
3923,1615173516,HCU-Phi,保密,6,年度大会员,嘉然今天吃什么,010351,嘉然今天吃什么,愿圣嘉然原谅过去的人们犯下的无知的罪过，嘉门🙏
3922,1615173407,低杠杆水平,保密,5,大会员,无,000000,无,愿圣嘉然原谅过去的人们犯下的无知的罪过，嘉门🙏
3921,1615173212,理塘向晚Ava,保密,4,年度大会员,嘉然今天吃什么,004965,嘉然今天吃什么,圣地巡礼[给心心]
3920,1615173030,可爱贝极星,保密,4,普通会员,无,000000,无,愿圣嘉然原谅过去的人们犯下的无知的罪过，嘉门🙏
3919,1615172542,有那么一点逆天,男,6,大会员,2233幻星集,016693,2233幻星集,愿圣嘉然原谅过去的人们犯下的无知的罪过，嘉门🙏
3918,1615172174,神乃川冲浪外,保密,5,大会员,七濑胡桃,014379,七濑胡桃,愿圣嘉然原谅过去的人们犯下的无知的罪过，嘉门🙏
3917,1615172102,武林贱客,保密,5,年度大会员,嘉然今天吃什么,008571,嘉然今天吃什么,愿圣嘉然原谅过去的人们犯下的无知的罪过，嘉门🙏
3916,1615171711,Hec404,男,6,大会员,嘉然今天吃什么,001426,嘉然今天吃什么,愿圣嘉然原谅过去的人们犯下的无知的罪过，嘉门🙏
3915,1615170312,斩布尸,男,5,年度大会员,无,000000,无,愿圣嘉然原谅过去的人们犯下的无知的罪过，嘉门🙏
3914,1615170155,我擦肿么没名字,保密,5,年度大会员,战双帕弥什,005112,战双帕弥什,几个🌸👩架个字幕组，来🇨🇳收租的日子一去不复返啦👊
3913,1615170082,Last戌神丶,保密,6,年度大会员,嘉然今天吃什么,009144,嘉然今天吃什么,愿圣嘉然对犯下罪过的无知人们降下神罚，嘉门🙏
3912,1615169705,胖丁卡比,男,5,年度大会员,嘉然今天吃什么,005608,嘉然今天吃什么,愿圣嘉然原谅过去的人们犯下的无知的罪过，嘉门🙏
3911,1615169537,yuik的螃蟹,男,6,年度大会员,嘉然今天吃什么,005461,嘉然今天吃什么,愿圣嘉然原谅过去的人们犯下的无知的罪过，嘉门🙏
3910,1615169348,一阵大风,保密,6,年度大会员,嘉然今天吃什么,025335,嘉然今天吃什么,每天看一遍，指导都不见！
3909,1615168180,绛紫紫紫梓紫,保密,5,大会员,嘉然今天吃什么,031415,嘉然今天吃什么,愿圣嘉然原谅过去的人们犯下的无知的罪过，嘉门🙏
3908,1615168160,芝士咲夜,保密,6,年度大会员,嘉然今天吃什么,004523,嘉然今天吃什么,愿圣嘉然原谅过去的人们犯下的无知的罪过，嘉门🙏
3907,1615168017,ANKU铁,男,5,大会员,绯赤艾莉欧,012961,绯赤艾莉欧,愿圣嘉然原谅过去的人们犯下的无知的罪过，嘉门🙏
3906,1615167384,远古雕文,女,5,年度大会员,嘉然今天吃什么,018304,嘉然今天吃什么,愿圣嘉然原谅过去的人们犯下的无知的罪过，嘉门🙏
3905,1615167293,美食嘉年华,保密,6,大会员,嘉然今天吃什么,018062,嘉然今天吃什么,v圈不容侵犯，绝无任何回旋的余地
3904,1615167041,Matoiiiii,男,5,大会员,嘉然今天吃什么,013187,嘉然今天吃什么,蚌埠住了 我才发现这视频我还点了踩的😅 不过我是首播就被圣嘉然感化了😇🙏
3903,1615166732,RinaTika,保密,5,大会员,#EveOneCat,032651,#EveOneCat,愿圣嘉然原谅过去的人们犯下的无知的罪过，嘉门🙏
3902,1615166543,鲸叶,男,5,年度大会员,嘉然今天吃什么,019279,嘉然今天吃什么,愿圣嘉然原谅过去的人们犯下的无知的罪过，嘉门🙏
3901,1615165264,海绵宝宝珈珈然,男,5,年度大会员,嘉然今天吃什么,004461,嘉然今天吃什么,把🌸妹驱逐出去[加油][加油][加油]
3900,1615164968,下水道的鼠鼠,男,5,年度大会员,嘉然今天吃什么,024391,嘉然今天吃什么,生日回回来看真的感慨万分[给心心][给心心][给心心]
3898,1615164703,反抗者鬼人正邪,保密,3,普通会员,嘉然今天吃什么,026530,嘉然今天吃什么,愿圣嘉然原谅过去的人们犯下的无知的罪过，嘉门🙏
3897,1615163561,启明星丶光,男,6,年度大会员,无,000000,无,愿圣嘉然原谅过去的人们犯下的无知的罪过，嘉门🙏
3896,1615163494,两点二只沈梦溪,女,5,大会员,无,000000,无,愿圣嘉然原谅过去的人们犯下的无知的罪过，嘉门🙏
3895,1615163023,嘉然今天吃恋乃夜舞,保密,4,大会员,明日方舟,080017,明日方舟,愿圣嘉然原谅过去的人们犯下的无知的罪过，嘉门🙏
3894,1615161770,童露栗,男,5,大会员,无,000000,无,愿圣嘉然原谅过去的人们犯下的无知的罪过，嘉门🙏
3893,1615161114,嘉然的鼠,男,5,年度大会员,嘉然今天吃什么,009108,嘉然今天吃什么,愿圣嘉然原谅过去的人们犯下的无知的罪过，嘉门🙏
3892,1615160783,面壁人-章北海,男,5,年度大会员,嘉然今天吃什么,051183,嘉然今天吃什么,一堆弹幕里就我当时发了可爱[给心心]
3891,1615160493,KogasaTatara,保密,5,大会员,无,000000,无,愿圣嘉然原谅过去的人们犯下的无知的罪过，嘉门🙏
3890,1615158543,嘉然今晚吃晚晚,保密,5,年度大会员,嘉然今天吃什么,009401,嘉然今天吃什么,愿圣嘉然原谅过去的人们犯下的无知的罪过，嘉门🙏
3889,1615158177,酸菜鱼豆腐汤,保密,5,大会员,无,000000,无,愿圣嘉然原谅过去的人们犯下的无知的罪过，嘉门🙏
3888,1615152398,智慧蛊,男,6,年度大会员,嘉然今天吃什么,022770,嘉然今天吃什么,不愧是远古战场，画风都不一样[tv_调侃]
3887,1615150867,Asouler,男,6,年度大会员,嘉然今天吃什么,007603,嘉然今天吃什么,愿圣嘉然原谅过去的人们犯下的无知的罪过，嘉门🙏
3885,1615146020,丣丶冰,保密,5,大会员,嘉然今天吃什么,022363,嘉然今天吃什么,愿圣嘉然原谅过去的人们犯下的无知的罪过，嘉门🙏
3884,1615145562,懋穑劝分,保密,4,普通会员,物述有栖,008775,物述有栖,愿圣嘉然原谅过去的人们犯下的无知的罪过，嘉门🙏
3882,1615144779,Cold丶baikai,保密,6,年度大会员,嘉然今天吃什么,001241,嘉然今天吃什么,互联网真神奇！
3881,1615143785,环印城街道诅咒专售员,男,5,大会员,无,000000,无,yhm在虚拟区用两张图就能坐着收租的时代于圣诞节结束了🙏🏻🙏🏻🙏🏻🙏🏻 欧西给
3880,1615143439,puredye,男,5,年度大会员,嘉然今天吃什么,004151,嘉然今天吃什么,愿圣嘉然原谅过去的人们犯下的无知的罪过，嘉门🙏
3879,1615143424,多多酱的日记本,保密,6,年度大会员,罗小黑战记,018289,罗小黑战记,愿圣嘉然原谅过去的人们犯下的无知的罪过，嘉门🙏
3878,1615143283,彌殊,保密,5,大会员,嘉然今天吃什么,014927,嘉然今天吃什么,好起来了，创似泥😡👊🏻
3877,1615140775,芬达海豹,保密,6,年度大会员,无,000000,无,蚌埠住了😅
3875,1615140057,烟雨惊蛰,男,6,年度大会员,嘉然今天吃什么,011550,嘉然今天吃什么,圣地重游🙏🙏🙏
3874,1615139562,账号已注销456167,保密,5,大会员,无,000000,无,愿圣嘉然原谅过去的人们犯下的无知的罪过，嘉门🙏
3873,1615137023,永不单身,男,6,年度大会员,一起看电竞,023620,哔哩哔哩赛事,愿圣嘉然原谅过去的人们犯下的无知的罪过，嘉门🙏
3872,1615136179,ZyjacyaS,保密,6,年度大会员,雪未来,000123,雪未来,生日会后来参拜一下🙏
3871,1615133193,Vitarium,保密,5,年度大会员,绯赤艾莉欧,021049,绯赤艾莉欧,愿圣嘉然原谅过去的人们犯下的无知的罪过，嘉门🙏
3870,1615130546,Mash1roS,保密,5,年度大会员,嘉然今天吃什么,034059,嘉然今天吃什么,愿圣嘉然原谅过去的人们犯下的无知的罪过，嘉门🙏
3869,1615128497,风中华年,保密,5,年度大会员,嘉然今天吃什么,006953,嘉然今天吃什么,圣嘉然会原谅你们，嘉门🙏
3867,1615128035,莫林Official,保密,5,大会员,无,000000,无,圣嘉然会原谅你们🙏
3866,1615126848,拾荒兔,保密,5,年度大会员,中国绊爱,000796,中国绊爱,热评什么宦官😅😅
3865,1615126343,池田依来沙Official,保密,5,大会员,嘉然今天吃什么,036676,嘉然今天吃什么,典中典
3864,1615125654,-此方赛高,男,5,大会员,嘉然今天吃什么,030804,嘉然今天吃什么,圣嘉然会原谅你们🙏
3863,1615125013,拾荒兔,保密,5,年度大会员,中国绊爱,000796,中国绊爱,愿圣嘉然原谅过去的人们犯下的无知的罪过，嘉门🙏
3862,1615111540,咖啡色毛皮,保密,6,年度大会员,嘉然今天吃什么,001559,嘉然今天吃什么,嘉门🙏，愿圣嘉然净化众生那阴暗狭隘的内心，嘉门🙏
3861,1615110970,枝江音乐珈协会作群,男,5,大会员,嘉然今天吃什么,007442,嘉然今天吃什么,圣嘉然生日之际，将宽恕所有人们之前犯下的罪🙏
3860,1615106768,撕丶破1伤丶口丶,男,4,普通会员,无,000000,无,什么宦官
3859,1615097539,blackslender,保密,6,年度大会员,嘉然今天吃什么,033170,嘉然今天吃什么,在圣嘉然诞辰日的今天愿圣嘉然原谅过去的人们犯下的无知的罪过，嘉门🙏
3858,1615095462,Traphero,男,5,大会员,嘉然今天吃什么,017556,嘉然今天吃什么,圣诞日巡礼🙏🏻
3857,1615090413,bili_2114841117,保密,3,普通会员,无,000000,无,古战场巡礼😋
3856,1615085979,Emiya丨潘达,男,5,大会员,嘉然今天吃什么,002056,嘉然今天吃什么,愿圣向晚原谅过去的人们犯下的无知的罪过，晚门🙏
3855,1615085402,肉蛋葱鸡,保密,5,大会员,嘉然今天吃什么,006437,嘉然今天吃什么,愿圣嘉然原谅过去的人们犯下的无知的罪过，嘉门🙏
3854,1615085296,六花今天吃什么,男,5,年度大会员,嘉然今天吃什么,010448,嘉然今天吃什么,愿圣嘉然原谅过去的人们犯下的无知的罪过，嘉门🙏
3853,1615057895,账号已注销456167,保密,5,大会员,无,000000,无,愿圣嘉然原谅过去的人们犯下的无知的罪过，嘉门🙏
3852,1615054492,寄世界于a骚,保密,5,大会员,嘉然今天吃什么,008746,嘉然今天吃什么,愿圣嘉然原谅过去的人们犯下的无知的罪过，嘉门🙏
3851,1615054023,自抱自弃的芙兰达,保密,5,年度大会员,嘉然今天吃什么,003001,嘉然今天吃什么,@VegeChick 先生您曾经在弹幕里发送过“这里是V圈，该滚的是我们吧”。但当我一点开您的主页的时候，就看到无论收藏还是动态都是大大的嘉然糊脸，您叫我怎么绷得住😅
3848,1615053453,自抱自弃的芙兰达,保密,5,年度大会员,嘉然今天吃什么,003001,嘉然今天吃什么,“比起入侵资本我们更喜欢原生资本”\n这很难不乐起来啊🤣🤣😅😅🤣🤣
3847,1615051212,ねつ,男,6,大会员,无,000000,无,愿圣珈乐原谅过去的人们犯下的无知的罪过，珈门🙏
3845,1615045783,SA35-A2,保密,5,大会员,嘉然今天吃什么,008685,嘉然今天吃什么,愿圣嘉然原谅过去的人们犯下的无知的罪过，嘉门🙏
3844,1615044693,向晚的风,保密,6,大会员,无,000000,无,愿圣嘉然原谅过去的人们犯下的无知的罪过，嘉门🙏
3843,1615039752,齐藤惠,保密,4,大会员,无,000000,无,愿圣嘉然原谅过去的人们犯下的无知的罪过，嘉门🙏
3842,1615037813,枝江ADC-Ansu,男,5,大会员,雪未来,017731,雪未来,愿圣嘉然原谅过去的人们犯下的无知的罪过，嘉门🙏
3841,1615035196,去幼儿园上学,保密,6,年度大会员,菜菜子,001357,菜菜子,愿圣嘉然原谅过去的人们犯下的无知的罪过，嘉门🙏
3840,1615030696,悲惨世界里面的我,保密,5,大会员,嘉然今天吃什么,008952,嘉然今天吃什么,愿圣嘉然原谅过去的人们犯下的无知的罪过，嘉门🙏
3839,1615029475,DianAquAvA,保密,5,年度大会员,无,000000,无,愿圣嘉然原谅过去的人们犯下的无知的罪过，嘉门🙏
3838,1615029311,丷偶尔躲躲乌云,保密,5,年度大会员,嘉然今天吃什么,004543,嘉然今天吃什么,愿圣嘉然原谅过去的人们犯下的无知的罪过，嘉门🙏
3837,1615028584,我的毛巾去哪儿了,保密,4,普通会员,神乐七奈,024840,神乐七奈,愿圣嘉然原谅过去的人们犯下的无知的罪过，嘉门🙏
3836,1615027295,我永远都是一个魂呀,保密,5,年度大会员,嘉然今天吃什么,002770,嘉然今天吃什么,愿圣嘉然原谅过去的人们犯下的无知的罪过，嘉门🙏
3835,1615024785,吴京的刚毛,保密,6,年度大会员,嘉然今天吃什么,004089,嘉然今天吃什么,愿圣嘉然原谅过去的人们犯下的无知的罪过，嘉门🙏
3834,1615022861,贝拉可爱捏,男,5,大会员,嘉然今天吃什么,017727,嘉然今天吃什么,愿圣嘉然原谅过去的人们犯下的无知的罪过，嘉门🙏
3832,1615008693,ZyjacyaS,保密,6,年度大会员,雪未来,000123,雪未来,今 日 参 拜🙏
3831,1615004546,剑圣丶夏侯恩,男,5,普通会员,嘉然今天吃什么,004023,嘉然今天吃什么,圣 地 巡 礼
3829,1614965775,illust_梦瞳,男,6,年度大会员,无,000000,无,想着回来看看刚开始啥样的，好家伙很难绷得住[笑哭]
3828,1614960172,kgs9703,保密,4,普通会员,无,000000,无,来偷评论了
3826,1614958177,路过丶阿斯,保密,4,大会员,嘉然今天吃什么,005146,嘉然今天吃什么,这评论区也太有节目效果了😇
3824,1614952156,依旧ing,保密,6,年度大会员,神楽Mea,000642,神楽Mea,这下泥了😅
3823,1614947974,极光塔罗,保密,4,大会员,嘉然今天吃什么,035072,嘉然今天吃什么,愿圣嘉然原谅过去的人们犯下的无知的罪过，嘉门🙏
3822,1614945066,珈乐的奏者,男,5,年度大会员,嘉然今天吃什么,013105,嘉然今天吃什么,很难不乐[给心心]
3820,1614940975,丸山彩OfficiaI,保密,6,年度大会员,无,000000,无,这里居然比quiet评论还多，我不能接受
3819,1614940963,丸山彩OfficiaI,保密,6,年度大会员,无,000000,无,👀
3818,1614940590,万法也想有道侣,男,6,大会员,无,000000,无,愿圣嘉然原谅过去的人们犯下的无知的罪过，嘉门🙏
3816,1614926327,勤奋的懒人A,男,6,大会员,无,000000,无,时空👮到此一乐[给心心]
3815,1614921484,奥利安菲official,保密,5,大会员,无,000000,无,泥哥也回旋了[给心心]
3814,1614901642,嘉明草,保密,5,年度大会员,嘉然今天吃什么,011843,嘉然今天吃什么,回来看看这些弹幕里的老哥是真的搞笑捏[给心心][给心心][给心心]
3813,1614890245,kirayomia,男,5,大会员,一起看电竞,023977,哔哩哔哩赛事,最近刚接触asoul，问一下四个月前的热评们道个歉应该不过分吧。怀着恶意揣测他人、标榜自己观点的正义性并煽动不知情的路人参与网爆，这算不算是另一类饭圈呢……
3812,1614884514,嘉然今天喝青岛,男,5,年度大会员,无,000000,无,看到呢哥还是很想笑
3811,1614870305,_久远寺有珠-,男,5,年度大会员,嘉然今天吃什么,043102,嘉然今天吃什么,绝世好活
3810,1614870017,_久远寺有珠-,男,5,年度大会员,嘉然今天吃什么,043102,嘉然今天吃什么,愿圣嘉然原谅过去的人们犯下的无知的罪过，嘉门🙏
3809,1614868461,嘉然大小姐想让我告白,保密,6,年度大会员,嘉然今天吃什么,049485,嘉然今天吃什么,愿圣嘉然原谅过去的人们犯下的无知的罪过，嘉门🙏
3808,1614866344,相连的未来,男,4,大会员,嘉然今天吃什么,054856,嘉然今天吃什么,愿圣嘉然原谅过去的人们犯下的无知的罪过，嘉门🙏
3807,1614855228,永远的蒂厨,男,4,年度大会员,嘉然今天吃什么,019216,嘉然今天吃什么,愿圣嘉然原谅过去的人们犯下的无知的罪过，嘉门🙏
3806,1614853737,请输入新昵称-__-,保密,5,大会员,无,000000,无,愿圣嘉然原谅过去的人们犯下的无知的罪过，嘉门🙏
3805,1614847457,Ukiyat,男,5,大会员,无,000000,无,愿圣嘉然原谅过去的人们犯下的无知的罪过，嘉门🙏
3804,1614841306,七七xi,女,5,大会员,无,000000,无,愿圣嘉然原谅过去的人们犯下的无知的罪过，嘉门🙏
